Accommodation,Agent company name,Country,Course,Course Fee After Scholarships,Course Scholarships Applied,CourseFee,Dependant Children,Dependant Partner,Nationality,Recorded Video Interview,Student Deposit Amount,Uni Deposit Amount,University,age,dataset_year,email_proxy,first_name_proxy,last_name_proxy
Not arranged - considering private rental,,India,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,42.6,2025,email_00745,fname_00597,lname_00000
Arranged - university accommodation,,India,LLB Law,21500.0,0.0,21500,missing,missing,Indian,Passed,15905.0,0,AST,17.9,2025,email_00893,fname_00837,lname_00101
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc International Business,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,21.1,2025,email_00883,fname_00826,lname_00554
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,5350.0,0,missing,26.2,2025,email_00076,fname_00071,lname_00000
Arranged - other,CRIZAC inc. Gateway & UCOL,India,MSc Business and Management (London),23850.0,0.0,23850,missing,missing,Indian,Passed,5350.0,0,missing,25.8,2025,email_00797,fname_00033,lname_00441
,CRIZAC inc. Gateway & UCOL,India,MSc International Business,23500.0,0.0,23500,missing,missing,Indian,Passed,21257.0,0,missing,22.2,2025,email_00488,fname_00669,lname_00000
Arranged - university accommodation,IDP Education,India,MSc Strategic Marketing Management,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,21.8,2025,email_00696,fname_00632,lname_00515
,,India,MSc Civil Infrastructure Engineering,24000.0,0.0,24000,missing,missing,Indian,Passed,8000.0,0,missing,24.1,2025,email_00825,fname_00460,lname_00000
Arranged - private student accommodation,Unischolars Private Limited,India,MSc International Business,23500.0,0.0,23500,missing,missing,Indian,Passed,19500.0,0,missing,23.7,2025,email_00279,fname_00251,lname_00377
Arranged - private student accommodation,STUDY ABROAD GLOBAL LTD (CS),Morocco,MSc Business Analytics,23500.0,0.0,23500,missing,missing,Moroccan,Passed,5000.0,0,missing,25.6,2025,email_00506,fname_00474,lname_00098
Arranged - other,AEC – Abroad Education Consultants,India,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,8350.0,0,missing,23.4,2025,email_00867,fname_00153,lname_00000
Arranged - staying with family,,Gambia,BEng Mechanical Engineering with International Foundation Year,21500.0,0.0,21500,missing,missing,Gambian,Passed,17619.0,0,AST,17.0,2025,email_00502,fname_00469,lname_00255
Arranged - private rental,,United Kingdom,MSc Business Analytics (London),23500.0,0.0,23500,missing,missing,Vietnamese,Passed,5350.0,0,missing,20.9,2025,email_00265,fname_00798,lname_00399
Arranged - private student accommodation,,Tanzania; United Republic of,BSc International Business and Management,19360.0,0.0,19360,missing,missing,Tanzanian,Passed,5750.0,0,AST,20.4,2025,email_00138,fname_00126,lname_00185
Arranged - private student accommodation,,Tanzania; United Republic of,BSc Computer Science,21500.0,0.0,21500,missing,missing,Tanzanian,Passed,6640.0,0,AST,19.0,2025,email_00919,fname_00306,lname_00520
,GeeBee,India,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,7180.0,0,missing,25.5,2025,email_00753,fname_00693,lname_00000
Arranged - private student accommodation,AEC – Abroad Education Consultants,India,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,5350.0,0,missing,21.9,2025,email_00008,fname_00834,lname_00305
Arranged - other,CRIZAC inc. Gateway & UCOL,India,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,5350.0,0,missing,26.3,2025,email_00037,fname_00693,lname_00012
Not arranged - considering private rental,,Pakistan,LLB Law,21500.0,0.0,21500,missing,missing,Pakistani,Passed,15750.0,0,AST,19.0,2025,email_00832,fname_00712,lname_00332
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,21.7,2025,email_00055,fname_00043,lname_00509
Arranged - private rental,HR Consultants,United Kingdom,MRes Business and Management,22500.0,0.0,22500,No,Yes,Pakistani,Passed,5000.0,0,missing,24.5,2025,email_00090,fname_00082,lname_00532
Arranged - staying with family,,Zimbabwe,BSc (Hons) Construction Project Management with International Foundation Year,21040.0,0.0,21040,missing,missing,Zimbabwean,Passed,9640.0,6640,AST,18.9,2025,email_00920,fname_00857,lname_00372
Arranged - private student accommodation,IDP Education,India,MSc Business Analytics,23500.0,0.0,23500,missing,missing,Indian,Passed,19000.0,0,missing,24.6,2025,email_00806,fname_00738,lname_00479
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,25.2,2025,email_00144,fname_00131,lname_00331
Arranged - university accommodation,Santa Monica Overseas Studies & Placements,India,MSc International Relations,22750.0,0.0,22750,missing,missing,Indian,Passed,5000.0,0,missing,31.1,2025,email_00377,fname_00718,lname_00000
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Pharmaceutical Sciences,22500.0,0.0,22500,missing,missing,Indian,Passed,6000.0,0,missing,23.9,2025,email_00845,fname_00790,lname_00269
Arranged - private student accommodation,Leverage Edu (also known as Vasudhaiva Kutumbakam Limited),India,MSc International Accounting and Finance,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,23.5,2025,email_00827,fname_00758,lname_00373
Arranged - private student accommodation,,Zimbabwe,BSc Accounting and Finance,21500.0,0.0,21500,missing,missing,Zimbabwean,Passed,16250.0,0,AST,20.8,2025,email_00834,fname_00769,lname_00414
Arranged - private student accommodation,,India,BSc Business and Management,21500.0,0.0,21500,missing,missing,Indian,Passed,5000.0,0,missing,20.6,2025,email_00398,fname_00357,lname_00206
Arranged - private student accommodation,Win Education Service Co Ltd,Ghana,MRes Business and Management,22500.0,0.0,22500,missing,missing,Ghanaian,Passed,5000.0,0,missing,28.3,2025,email_00245,fname_00210,lname_00296
Arranged - university accommodation,DREAM ABROAD EDUCATIONAL CONSULTANTS,India,MSc Global Business (London),23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,24.5,2025,email_00628,fname_00578,lname_00461
Arranged - university accommodation,,Myanmar,MSc Business Analytics,23500.0,0.0,23500,missing,missing,Myanmarese,Passed,9250.0,0,missing,21.6,2025,email_00366,fname_00332,lname_00597
Arranged - university accommodation,,Nigeria,BSc International Business and Economics with International Foundation Year,19030.0,0.0,19030,missing,missing,Nigerian,Passed,0.0,0,AST,17.2,2025,email_00511,fname_00477,lname_00143
Arranged - private student accommodation,IDP Education,India,MSc Business and Management,23500.0,0.0,23500,missing,missing,Indian,Passed,19500.0,0,missing,22.1,2025,email_00686,fname_00852,lname_00000
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,24.3,2025,email_00252,fname_00507,lname_00205
Not arranged - considering private rental,,Morocco,MSc Global Business (London),23500.0,0.0,23500,missing,missing,Moroccan,Passed,5350.0,0,missing,27.0,2025,email_00012,fname_00475,lname_00002
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc International Business,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,30.3,2025,email_00351,fname_00316,lname_00064
Arranged - private student accommodation,,Nigeria,BSc Business and Management,21500.0,0.0,21500,missing,missing,Nigerian,Passed,12355.0,0,AST,19.5,2025,email_00360,fname_00135,lname_00175
,,Tanzania; United Republic of,BSc Business and Management with International Foundation Year,21500.0,0.0,21500,missing,missing,Tanzanian,Passed,19647.0,0,AST,20.2,2025,email_00450,fname_00391,lname_00336
Arranged - university accommodation,,Nigeria,BSc Accounting and Finance with International Foundation Year,21500.0,0.0,21500,missing,missing,Nigerian,Passed,18345.0,0,AST,17.5,2025,email_00022,fname_00012,lname_00645
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc International Business,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,23.4,2025,email_00207,fname_00313,lname_00171
Arranged - university accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Artificial Intelligence,24000.0,0.0,24000,missing,missing,Indian,Passed,5000.0,0,missing,21.5,2025,email_00532,fname_00503,lname_00618
Arranged - private student accommodation,,Nigeria,BSc Business and Management with International Foundation Year,21500.0,0.0,21500,missing,missing,Nigerian,Passed,19547.0,0,AST,17.6,2025,email_00836,fname_00764,lname_00424
,,Morocco,MSc Global Business (London),23500.0,0.0,23500,missing,missing,Moroccan,Passed,14740.0,0,missing,21.0,2025,email_00524,fname_00495,lname_00318
,,Tanzania; United Republic of,BSc International Business and Economics with International Foundation Year,21500.0,0.0,21500,missing,missing,Tanzanian,Passed,19215.0,0,AST,17.8,2025,email_00448,fname_00386,lname_00294
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc International Accounting and Finance,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,22.3,2025,email_00345,fname_00365,lname_00276
,Edvoy ,Tunisia,MSc Business Analytics,23500.0,0.0,23500,missing,missing,Tunisian,Passed,5000.0,0,missing,25.3,2025,email_00703,fname_00642,lname_00117
Arranged - university accommodation,IDP Education,India,MSc Business Analytics,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,21.9,2025,email_00902,fname_00079,lname_00635
Arranged - university accommodation,Edvoy ,India,MSc Finance,23500.0,0.0,23500,missing,missing,Indian,Passed,10910.0,0,missing,24.2,2025,email_00742,fname_00684,lname_00189
,Leverage Edu (also known as Vasudhaiva Kutumbakam Limited),India,MSc International Business,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,27.2,2025,email_00354,fname_00508,lname_00278
Arranged - private student accommodation,,Mauritania,BSc Business and Management,21500.0,0.0,21500,missing,missing,Mauritanian,Passed,5000.0,0,missing,20.6,2025,email_00178,fname_00163,lname_00356
Arranged - university accommodation,,Nigeria,BSc Computer Science,21500.0,0.0,21500,missing,missing,Nigerian,Passed,21500.0,0,AST,18.4,2025,email_00163,fname_00136,lname_00045
,CRIZAC inc. Gateway & UCOL,India,MSc International Business,23500.0,0.0,23500,missing,missing,Indian,Passed,5817.0,0,missing,21.6,2025,email_00288,fname_00579,lname_00228
,,Pakistan,BSc Business and Management,21500.0,0.0,21500,missing,missing,Pakistani,Passed,6000.0,0,missing,18.9,2025,email_00915,fname_00855,lname_00287
Arranged - private rental,,India,BSc Computer Science,22150.0,0.0,22150,missing,missing,Indian,Passed,6200.0,0,AST,22.9,2025,email_00303,fname_00463,lname_00287
Arranged - private student accommodation,,Kenya,BSc Business and Management,20250.0,0.0,20250,missing,missing,Kenyan,Passed,6640.0,0,AST,20.0,2025,email_00592,fname_00542,lname_00292
Arranged - staying with family,,Nigeria,Research Programme Health and Life Sciences,21850.0,0.0,21850,missing,missing,Nigerian,Passed,0.0,0,missing,27.0,2025,email_00165,fname_00149,lname_00028
Arranged - private rental,CRIZAC inc. Gateway & UCOL,India,MSc Global Business (London),23500.0,0.0,23500,missing,missing,Indian,Passed,12750.0,0,missing,21.8,2025,email_00183,fname_00169,lname_00287
Arranged - university accommodation,,Iran; Islamic Republic of,Research Programme Health and Life Sciences,21850.0,0.0,21850,No,Yes,Iranian,Passed,0.0,0,missing,37.4,2025,email_00114,fname_00107,lname_00443
Arranged - private student accommodation,NCUK - UK,Kenya,BSc Product Design and Innovation,22575.0,0.0,21500,missing,missing,Kenyan,Passed,4957.0,0,missing,20.0,2025,email_00143,fname_00130,lname_00204
Arranged - university accommodation,,Portugal,MSc Cyber Security Management,23500.0,0.0,23500,missing,missing,Portuguese,Passed,5000.0,0,missing,21.6,2025,email_00308,fname_00278,lname_00184
Arranged - private student accommodation,Edvoy ,India,MSc Supply Chain Management,24000.0,0.0,24000,missing,missing,Indian,Passed,5000.0,0,missing,22.2,2025,email_00752,fname_00692,lname_00434
Arranged - private student accommodation,,Indonesia,BSc Global Business and Management,21500.0,0.0,21500,missing,missing,Indonesian,Passed,5000.0,0,missing,18.0,2025,email_00711,fname_00653,lname_00237
,,Pakistan,BSc Accounting and Finance,20250.0,0.0,20250,missing,missing,Pakistani,Passed,15750.0,0,AST,19.5,2025,email_00025,fname_00009,lname_00332
,,China,MSc Cyber Security,24000.0,0.0,24000,missing,missing,Chinese,Passed,5000.0,0,missing,31.0,2025,email_00278,fname_00145,lname_00209
Arranged - university accommodation,,Vietnam,BSc Marketing,21500.0,0.0,21500,missing,missing,Vietnamese,Passed,5000.0,0,missing,18.1,2025,email_00203,fname_00517,lname_00227
Arranged - private student accommodation,,United Arab Emirates,MSc Human Resource Management,23500.0,0.0,23500,missing,missing,Egyptian,Passed,5000.0,0,missing,21.7,2025,email_00255,fname_00227,lname_00223
,,Malaysia,BSc Business and Management,21500.0,0.0,21500,missing,missing,Egyptian,Passed,13500.0,0,missing,18.0,2025,email_00296,fname_00264,lname_00430
Arranged - private rental,Times Consultant,Pakistan,MSc Data Science (London),24000.0,0.0,24000,missing,missing,Pakistani,Passed,6700.0,0,missing,26.1,2025,email_00417,fname_00479,lname_00380
Arranged - private rental,,Sri Lanka,Research Programme Health and Life Sciences,21850.0,0.0,21850,missing,missing,Sri Lankan,Passed,0.0,0,missing,29.0,2025,email_00198,fname_00234,lname_00008
Arranged - private rental,King Study Vietnam,Vietnam,MSc Strategic Marketing Management,23500.0,0.0,23500,missing,missing,Vietnamese,Passed,5000.0,0,missing,22.7,2025,email_00611,fname_00373,lname_00451
Arranged - university accommodation,AH & Z Associates,India,MSc Psychology,22500.0,0.0,22500,missing,missing,Indian,Passed,5000.0,0,missing,24.4,2025,email_00633,fname_00582,lname_00001
Arranged - private student accommodation,Oxbridge Consulting,Taiwan,Master of Business Administration,30000.0,0.0,30000,missing,missing,Taiwanese,Passed,5000.0,0,missing,29.5,2025,email_00206,fname_00137,lname_00126
Arranged - private rental,Krishna Consultants,India,Master of Business Administration,30000.0,0.0,30000,missing,missing,Indian,Passed,5000.0,0,missing,26.4,2025,email_00620,fname_00636,lname_00457
Arranged - university accommodation,ISC Education Joint Stock Company,Vietnam,MSc Human Resource Development,23500.0,0.0,23500,missing,missing,Vietnamese,Passed,5000.0,0,missing,22.6,2025,email_00612,fname_00590,lname_00451
Arranged - private student accommodation,VUONG ANH EDUCATION LIMITED COMPANY,Vietnam,BSc (Hons) Accounting and Finance (Integrated Programme),10810.0,4500.0,19360,missing,missing,Vietnamese,Passed,6640.0,6640,AST,18.2,2025,email_00561,fname_00779,lname_00399
Arranged - private rental,,United Kingdom,MSc Information Systems and Business Analysis,23500.0,0.0,23500,missing,missing,Nigerian,Passed,5000.0,0,missing,24.6,2025,email_00035,fname_00078,lname_00009
Arranged - private student accommodation,BRIT - Education UK,Thailand,Master of Business Administration,30000.0,0.0,30000,missing,missing,Myanmarese,Passed,5000.0,0,missing,26.6,2025,email_00750,fname_00690,lname_00321
Arranged - private student accommodation,IDP Education,Vietnam,MSc Psychology,22500.0,0.0,22500,missing,missing,Vietnamese,Passed,5000.0,0,missing,28.5,2025,email_00195,fname_00832,lname_00602
,,Vietnam,BSc Computer Science,22575.0,0.0,0,missing,missing,Vietnamese,Passed,5000.0,0,AST,20.7,2025,email_00586,fname_00267,lname_00411
,,Nigeria,BSc Business and Management,21500.0,0.0,21500,missing,missing,Nigerian,Passed,6640.0,0,missing,18.0,2025,email_00517,fname_00488,lname_00609
,IDP Education,Pakistan,MSc Data Science and Artificial Intelligence,24000.0,0.0,24000,missing,missing,Pakistani,Passed,5030.0,0,missing,25.8,2025,email_00908,fname_00849,lname_00086
,,Bangladesh,MSc Business and Management,23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,5000.0,0,missing,24.7,2025,email_00670,fname_00604,lname_00097
,CRIZAC inc. Gateway & UCOL,India,MSc International Business,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,29.4,2025,email_00884,fname_00827,lname_00619
Not arranged - considering private student accommodation,Edvoy ,Bangladesh,Master of Public Health,23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,7000.0,0,missing,29.8,2025,email_00604,fname_00556,lname_00097
,D'Educationist Pvt Ltd,Pakistan,MSc Business Analytics (London),23500.0,0.0,23500,missing,missing,Pakistani,Passed,9500.0,0,missing,28.0,2025,email_00572,fname_00000,lname_00401
Arranged - university accommodation,Success Factor,Pakistan,MSc Business Analytics,23500.0,0.0,23500,missing,missing,Pakistani,Passed,5000.0,0,missing,28.0,2025,email_00811,fname_00486,lname_00076
Not arranged - considering private student accommodation,Global Admission (formerly Your HR Direct),Bangladesh,MSc Global Business (London),23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,5350.0,0,missing,27.8,2025,email_00588,fname_00538,lname_00043
Arranged - university accommodation,Krishna Consultants,Bangladesh,MSc Business and Management,23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,5000.0,0,missing,28.9,2025,email_00749,fname_00689,lname_00475
,Edvoy ,Bangladesh,MSc Business Analytics,23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,5000.0,0,missing,27.3,2025,email_00324,fname_00289,lname_00060
,Total Student Care,Bangladesh,MSc Global Business (London),23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,5500.0,0,missing,29.2,2025,email_00527,fname_00497,lname_00400
,,Bangladesh,MSc Global Business (London),23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,7210.0,0,missing,31.5,2025,email_00094,fname_00086,lname_00197
Not arranged - considering private student accommodation,Abroad Study Ltd,Bangladesh,MSc Data Science (London),24000.0,0.0,24000,missing,missing,Bangladeshi,Passed,8440.0,0,missing,30.7,2025,email_00635,fname_00436,lname_00475
Arranged - university accommodation,,Iran; Islamic Republic of,Research Programme Business & Social Sciences,15800.0,0.0,15800,missing,missing,Iranian,Passed,0.0,0,missing,31.8,2025,email_00699,fname_00635,lname_00616
Not arranged - considering university accommodation,STUDY ABROAD GLOBAL LTD (CS),Bangladesh,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,5350.0,0,missing,29.7,2025,email_00538,fname_00416,lname_00239
,Times Consultant,Pakistan,MSc International Accounting and Finance,23500.0,0.0,23500,missing,missing,Pakistani,Passed,5000.0,0,missing,26.5,2025,email_00107,fname_00479,lname_00021
,"AHSAN BAHU CONSULTANTS (PRIVATE) LIMITED (T/A """"AB CONSULTANTS"""") (CS)",Pakistan,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Pakistani,Passed,7400.0,0,missing,29.3,2025,email_00510,fname_00479,lname_00543
,Explorex Limited (Home),Bangladesh,MSc Cyber Security Management (London),23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,5300.0,0,missing,29.3,2025,email_00131,fname_00123,lname_00630
,,Iran; Islamic Republic of,MSc Civil Infrastructure Engineering,24000.0,0.0,24000,missing,missing,Iranian,Passed,5000.0,0,missing,27.2,2025,email_00029,fname_00020,lname_00519
Not arranged - considering staying with family,,Pakistan,MSc Computer Science (London),24000.0,0.0,24000,missing,missing,Pakistani,Passed,4585.0,0,missing,24.9,2025,email_00217,fname_00000,lname_00177
,,India,MSc International Accounting and Finance,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,20.2,2025,email_00771,fname_00683,lname_00559
,,Bangladesh,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,5350.0,0,missing,30.9,2025,email_00662,fname_00420,lname_00026
Not arranged - considering university accommodation,Krishna Consultants,India,MSc Pharmaceutical Sciences,22500.0,0.0,22500,missing,missing,Indian,Passed,5000.0,0,missing,21.7,2025,email_00822,fname_00755,lname_00562
,CRIZAC inc. Gateway & UCOL,India,MSc Business and Management,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,25.0,2025,email_00785,fname_00717,lname_00000
,IDP Education,India,MSc Human Resource Management,23500.0,0.0,23500,missing,missing,Indian,Passed,18100.0,0,missing,21.8,2025,email_00823,fname_00756,lname_00279
,CRIZAC inc. Gateway & UCOL,India,MSc Global Business (London),23500.0,0.0,23500,missing,missing,Indian,Passed,7661.0,0,missing,21.3,2025,email_00316,fname_00582,lname_00000
,CRIZAC inc. Gateway & UCOL,India,MSc Finance,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,23.7,2025,email_00500,fname_00460,lname_00610
,GeeBee,India,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,7500.0,0,missing,22.6,2025,email_00079,fname_00072,lname_00559
,CRIZAC inc. Gateway & UCOL,India,MSc Business Analytics,23500.0,0.0,23500,No,No,Indian,Passed,9250.0,0,missing,27.4,2025,email_00001,fname_00558,lname_00000
,CRIZAC inc. Gateway & UCOL,India,MSc Project Management,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,22.6,2025,email_00067,fname_00058,lname_00559
,CRIZAC inc. Gateway & UCOL,Sri Lanka,Master of Public Health,23500.0,0.0,23500,missing,missing,Sri Lankan,Passed,5000.0,0,missing,22.0,2025,email_00653,fname_00661,lname_00049
,CRIZAC inc. Gateway & UCOL,Kenya,Master of Public Health,23500.0,0.0,23500,missing,missing,Kenyan,Passed,5000.0,0,missing,30.8,2025,email_00638,fname_00586,lname_00298
,,Saudi Arabia,BEng Design Engineering with International Foundation Year,21500.0,0.0,21500,missing,missing,Yemenese,Passed,5750.0,0,AST,17.9,2025,email_00323,fname_00291,lname_00038
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,India,MSc Biotechnology,22500.0,0.0,22500,missing,missing,Indian,Passed,5000.0,0,missing,22.7,2025,email_00358,fname_00322,lname_00087
,Edvoy ,India,MSc Global Business (London),23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,22.1,2025,email_00162,fname_00529,lname_00000
Arranged - private rental,CRIZAC inc. Gateway & UCOL,Bangladesh,MSc Global Business (London),23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,5350.0,0,missing,31.4,2025,email_00513,fname_00484,lname_00607
Arranged - university accommodation,Krishna Consultants,India,MSc Entrepreneurship and Innovation,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,21.0,2025,email_00455,fname_00460,lname_00000
Arranged - private rental,CRIZAC inc. Gateway & UCOL,Nigeria,MRes Business and Management,22500.0,0.0,22500,missing,missing,Nigerian,Passed,5000.0,0,missing,33.7,2025,email_00850,fname_00795,lname_00427
Arranged - private student accommodation,CRIZAC inc. Gateway & UCOL,Pakistan,BSc Mathematics with Economics,22575.0,0.0,0,missing,missing,Pakistani,Passed,5000.0,0,missing,19.0,2025,email_00108,fname_00099,lname_00047
,CRIZAC inc. Gateway & UCOL,Kenya,MSc Business and Management (London),23500.0,0.0,23500,missing,missing,Kenyan,Failed,5350.0,0,missing,29.3,2025,email_00747,fname_00688,lname_00297
,,Egypt,MSc Investment Analysis and Risk,23500.0,0.0,23500,missing,missing,Egyptian,Passed,5000.0,0,missing,23.4,2025,email_00601,fname_00550,lname_00277
,,Pakistan,MSc Business Analytics (London),23500.0,0.0,23500,missing,missing,Pakistani,Passed,6000.0,0,missing,22.8,2025,email_00062,fname_00482,lname_00067
,"Behemoth Institution For Research And Development Private Limited (T/A """"EduBird"""") (CS)",Nepal,MSc Business and Management (London),0.0,0.0,0,missing,missing,Nepalese,Passed,5000.0,0,missing,30.3,2025,email_00650,fname_00466,lname_00475
,IDP Education,India,MSc Data Science and Artificial Intelligence,24000.0,0.0,24000,missing,missing,Indian,Passed,5000.0,0,missing,30.1,2025,email_00439,fname_00381,lname_00593
Not arranged - considering private student accommodation,Edvoy ,Bangladesh,MSc Mechanical Engineering,24000.0,0.0,24000,missing,missing,Bangladeshi,Passed,5000.0,0,missing,23.0,2025,email_00460,fname_00422,lname_00475
Arranged - staying with family,,Pakistan,Postgraduate Diploma Overseas Pharmacists,15950.0,0.0,15950,missing,missing,Pakistani,Passed,5000.0,0,missing,28.8,2025,email_00081,fname_00075,lname_00287
,Edvoy ,Bangladesh,MRes Biosciences,22500.0,0.0,22500,No,Yes,Bangladeshi,Passed,5000.0,0,missing,28.1,2025,email_00534,fname_00509,lname_00409
,,Qatar,MBChB Medicine,46350.0,0.0,46350,missing,missing,Pakistani,Passed,10000.0,0,missing,18.3,2025,email_00259,fname_00228,lname_00366
,,Vietnam,MSc International Relations,22750.0,0.0,22750,missing,missing,Vietnamese,Passed,5000.0,0,missing,21.1,2025,email_00548,fname_00331,lname_00397
,,Cameroon,BSc Business and Management,21500.0,0.0,21500,missing,missing,Cameroonian,Passed,6750.0,0,missing,19.8,2025,email_00710,fname_00653,lname_00023
Arranged - private rental,,India,MSc Business and Management,23500.0,0.0,23500,missing,missing,Indian,Passed,6300.0,0,missing,20.5,2025,email_00536,fname_00512,lname_00559
,Edvoy ,Bangladesh,MSc Business Analytics,23500.0,0.0,23500,missing,missing,Bangladeshi,Passed,5000.0,0,missing,29.1,2025,email_00466,fname_00435,lname_00219
,,Pakistan,Learning and Teaching In HE,0.0,0.0,0,missing,missing,Pakistani,Passed,0.0,0,missing,31.0,2025,email_00003,fname_00663,lname_00231
,Krishna Consultants,India,MSc International Business,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,22.3,2025,email_00732,fname_00042,lname_00548
Arranged - staying with family,,Pakistan,MSc Data Science and Artificial Intelligence,24000.0,0.0,24000,missing,missing,Pakistani,Passed,5000.0,0,missing,28.5,2025,email_00011,fname_00005,lname_00026
Arranged - private rental,,Iran; Islamic Republic of,MA English,21750.0,0.0,21750,missing,missing,Iranian,Passed,5000.0,0,missing,44.3,2025,email_00757,fname_00697,lname_00650
,,Kenya,Research Programme Engineering & Physical Sciences,18800.0,0.0,18800,No,Yes,Kenyan,Passed,0.0,0,missing,33.6,2025,email_00372,fname_00560,lname_00295
,EN Global Education,Bangladesh,MSc Artificial Intelligence (London),24000.0,0.0,24000,missing,missing,Bangladeshi,Passed,4560.0,0,missing,32.6,2025,email_00064,fname_00389,lname_00385
,,India,MSc Business and Management,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,20.8,2025,email_00341,fname_00307,lname_00559
,,India,MSc Human Resource Management,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,22.7,2025,email_00776,fname_00242,lname_00559
,CRIZAC inc. Gateway & UCOL,Pakistan,MSc Cyber Security,24000.0,0.0,24000,missing,missing,Pakistani,Passed,9500.0,0,missing,23.0,2025,email_00032,fname_00022,lname_00537
,GeeBee,India,MSc Business and Management,23500.0,0.0,23500,missing,missing,Indian,Passed,5000.0,0,missing,25.4,2025,email_00309,fname_00109,lname_00000
,Edvoy ,Bangladesh,MSc Artificial Intelligence (London),24000.0,0.0,24000,missing,missing,Bangladeshi,Passed,5000.0,0,missing,30.8,2025,email_00669,fname_00595,lname_00210
,,Bangladesh,MSc Artificial Intelligence (London),24000.0,0.0,24000,missing,missing,Bangladeshi,Passed,5000.0,0,missing,30.7,2025,email_00284,fname_00666,lname_00229
,Edvoy ,Bangladesh,MSc Data Science (London),24000.0,0.0,24000,missing,missing,Bangladeshi,Passed,5350.0,0,missing,30.8,2025,email_00669,fname_00595,lname_00210
,,Iran; Islamic Republic of,MSc Construction Management and Engineering,24000.0,0.0,24000,missing,missing,Iranian,Passed,23000.0,0,missing,31.8,2025,email_00370,fname_00335,lname_00339
,CRIZAC inc. Gateway & UCOL,India,MSc Cyber Security Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,5370.0,0,missing,30.6,2025,email_00066,fname_00057,lname_00000
Arranged - other,,India,MSc Cyber Security Management (London),23500.0,0.0,23500,missing,missing,Indian,Passed,8000.0,0,missing,30.1,2025,email_00870,fname_00575,lname_00531
